InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
172826,SKU0194,Product 194,4,2025-03-11 14:55:45,17.79,10616,Spain,71.16
172826,SKU0196,Product 196,1,2025-01-31 02:28:29,19.45,10617,United Kingdom,19.45
172827,SKU0231,Product 231,3,2025-01-11 20:57:47,18.19,10617,France,54.57000000000001
172827,SKU0042,Product 042,6,2025-06-04 11:32:04,19.31,10617,Netherlands,115.85999999999999
172827,SKU0206,Product 206,2,2025-02-18 22:29:49,38.68,10617,United Kingdom,77.36
172828,SKU0331,Product 331,2,2024-04-01 20:22:54,18.55,10617,United Kingdom,37.1
172828,SKU0334,Product 334,2,2024-03-01 22:04:19,9.28,10617,Germany,18.56
172828,SKU0189,Product 189,2,2025-09-13 16:50:38,6.83,10617,Spain,13.66
172829,SKU0302,Product 302,3,2025-06-25 00:52:05,13.8,10617,Australia,41.400000000000006
172829,SKU0264,Product 264,4,2024-05-25 23:22:27,34.21,10617,United Kingdom,136.84
172829,SKU0231,Product 231,3,2024-02-14 18:33:05,35.73,10617,United Kingdom,107.19
172830,SKU0049,Product 049,2,2024-06-09 07:02:51,13.51,10617,France,27.02
172830,SKU0223,Product 223,4,2025-02-26 08:53:43,19.1,10617,Ireland,76.4
172830,SKU0181,Product 181,2,2025-03-02 18:47:14,24.26,10617,Germany,48.52
172831,SKU0209,Product 209,3,2024-05-03 19:31:12,22.4,10617,United Kingdom,67.19999999999999
172831,SKU0311,Product 311,7,2024-05-08 03:32:12,14.01,10617,Spain,98.07
172831,SKU0278,Product 278,7,2024-05-31 01:26:34,15.6,10617,France,109.2
172832,SKU0396,Product 396,4,2024-11-19 16:06:41,34.35,10617,France,137.4
172832,SKU0397,Product 397,2,2024-06-19 12:32:03,15.27,10617,Australia,30.54
172832,SKU0054,Product 054,6,2024-11-29 14:53:20,11.1,10617,Germany,66.6
172833,SKU0077,Product 077,3,2024-01-11 23:31:32,10.18,10617,Germany,30.54
172833,SKU0367,Product 367,5,2025-11-15 15:47:40,10.7,10617,Belgium,53.5
172833,SKU0158,Product 158,2,2025-10-13 14:27:02,44.51,10617,France,89.02
172834,SKU0205,Product 205,2,2024-09-04 02:32:42,38.79,10617,United Kingdom,77.58
172834,SKU0250,Product 250,5,2025-08-10 01:19:55,14.18,10617,France,70.9
172834,SKU0289,Product 289,2,2025-01-26 22:41:04,9.97,10617,Germany,19.94
172835,SKU0114,Product 114,2,2024-01-23 23:02:23,16.34,10617,France,32.68
172835,SKU0049,Product 049,4,2024-07-27 20:19:59,31.8,10617,Netherlands,127.2
172835,SKU0271,Product 271,1,2024-02-11 06:46:14,14.23,10617,United Kingdom,14.23
172836,SKU0209,Product 209,3,2025-06-01 20:14:26,9.23,10617,United Kingdom,27.69
172836,SKU0174,Product 174,2,2025-07-26 22:17:32,32.4,10617,France,64.8
172836,SKU0184,Product 184,6,2025-03-27 00:54:33,35.5,10618,Germany,213.0
172837,SKU0318,Product 318,2,2024-01-05 05:30:10,14.79,10618,Germany,29.58
172837,SKU0377,Product 377,2,2024-06-21 05:02:05,14.25,10618,United Kingdom,28.5
172837,SKU0187,Product 187,3,2024-12-08 11:45:45,42.24,10618,France,126.72
172838,SKU0305,Product 305,5,2024-04-15 18:26:06,27.68,10618,France,138.4
172838,SKU0031,Product 031,1,2024-03-19 03:03:57,17.27,10618,Germany,17.27
172838,SKU0057,Product 057,6,2024-08-10 08:07:32,34.21,10618,Spain,205.26
172839,SKU0055,Product 055,3,2025-03-08 21:08:07,17.38,10618,Spain,52.14
172839,SKU0280,Product 280,6,2024-03-05 04:32:10,32.01,10618,Germany,192.06
172839,SKU0040,Product 040,5,2025-12-30 15:55:49,28.83,10618,Germany,144.14999999999998
172840,SKU0266,Product 266,4,2024-12-01 09:25:24,29.93,10618,Germany,119.72
172840,SKU0115,Product 115,3,2024-05-05 02:37:59,30.17,10618,France,90.51
172840,SKU0081,Product 081,4,2024-01-15 07:12:02,20.61,10618,United Kingdom,82.44
172841,SKU0068,Product 068,4,2025-11-30 20:16:28,20.4,10618,United Kingdom,81.6
172841,SKU0160,Product 160,1,2025-03-10 12:44:30,22.56,10618,United Kingdom,22.56
172841,SKU0066,Product 066,6,2025-09-24 23:48:55,22.98,10618,Spain,137.88
172842,SKU0251,Product 251,4,2025-12-21 22:51:38,49.74,10618,United Kingdom,198.96
172842,SKU0105,Product 105,3,2025-10-12 00:39:26,42.03,10618,United Kingdom,126.09
172843,SKU0133,Product 133,6,2025-07-14 01:01:31,58.67,10618,United Kingdom,352.02
172843,SKU0274,Product 274,3,2025-09-14 22:28:00,39.91,10618,Netherlands,119.72999999999999
172843,SKU0243,Product 243,6,2025-09-18 19:03:01,26.07,10618,Ireland,156.42000000000002
172844,SKU0061,Product 061,5,2024-07-05 23:56:00,22.87,10618,France,114.35000000000001
172844,SKU0272,Product 272,3,2025-03-10 22:12:10,31.89,10618,Germany,95.67
172844,SKU0180,Product 180,5,2025-12-21 15:44:36,14.84,10618,United Kingdom,74.2
172845,SKU0162,Product 162,6,2025-09-25 23:52:09,20.93,10618,United Kingdom,125.58
172845,SKU0215,Product 215,6,2024-03-17 00:00:38,47.51,10618,Germany,285.06
172845,SKU0173,Product 173,5,2024-03-22 22:38:00,11.54,10618,United Kingdom,57.699999999999996
172846,SKU0212,Product 212,3,2024-05-26 14:49:44,46.78,10618,United Kingdom,140.34
172846,SKU0020,Product 020,3,2025-06-26 21:01:37,9.69,10618,France,29.07
172846,SKU0357,Product 357,4,2024-10-14 14:31:35,26.06,10619,United Kingdom,104.24
172847,SKU0132,Product 132,5,2024-04-12 15:01:35,28.35,10619,Spain,141.75
172847,SKU0260,Product 260,6,2024-02-13 05:09:50,15.29,10619,Germany,91.74
172848,SKU0213,Product 213,7,2025-07-17 12:58:54,5.31,10619,Germany,37.169999999999995
172848,SKU0072,Product 072,7,2024-08-01 22:56:33,18.98,10619,United Kingdom,132.86
172848,SKU0087,Product 087,2,2024-02-01 15:44:57,11.36,10619,France,22.72
172849,SKU0029,Product 029,4,2024-06-06 18:27:53,38.16,10619,Germany,152.64
172849,SKU0105,Product 105,5,2024-08-24 14:26:11,21.96,10619,Netherlands,109.80000000000001
172849,SKU0127,Product 127,4,2024-10-23 07:20:29,24.96,10619,Ireland,99.84
172850,SKU0233,Product 233,3,2025-10-17 09:41:06,17.53,10619,France,52.59
172850,SKU0188,Product 188,7,2024-05-24 10:56:25,21.31,10619,United Kingdom,149.17
172850,SKU0119,Product 119,7,2025-03-17 17:54:14,22.95,10619,United Kingdom,160.65
172851,SKU0152,Product 152,6,2024-07-19 07:38:46,23.19,10619,Ireland,139.14000000000001
172851,SKU0018,Product 018,5,2024-12-30 10:48:05,31.42,10619,Germany,157.10000000000002
172851,SKU0018,Product 018,1,2024-08-04 16:36:39,13.91,10619,France,13.91
172852,SKU0388,Product 388,3,2024-09-08 02:29:08,70.58,10619,United Kingdom,211.74
172852,SKU0357,Product 357,3,2025-03-14 03:01:29,46.65,10619,Germany,139.95
172852,SKU0374,Product 374,2,2025-03-07 02:20:37,29.43,10619,Netherlands,58.86
172853,SKU0139,Product 139,4,2024-04-08 07:24:25,36.55,10619,United Kingdom,146.2
172853,SKU0384,Product 384,2,2024-04-24 15:06:06,9.54,10619,France,19.08
172853,SKU0366,Product 366,5,2024-06-25 17:21:39,11.89,10619,Germany,59.45
172854,SKU0147,Product 147,6,2025-10-19 11:40:03,53.17,10619,Germany,319.02
172854,SKU0004,Product 004,5,2024-08-19 18:56:39,28.65,10619,United Kingdom,143.25
172854,SKU0201,Product 201,2,2025-02-26 02:52:35,19.42,10619,Ireland,38.84
172855,SKU0164,Product 164,3,2024-11-24 11:57:36,14.45,10619,United Kingdom,43.349999999999994
172855,SKU0096,Product 096,3,2024-09-15 20:34:52,28.92,10619,United Kingdom,86.76
172855,SKU0010,Product 010,3,2024-01-28 14:41:18,16.31,10619,France,48.92999999999999
172856,SKU0344,Product 344,2,2024-11-18 00:45:26,14.42,10619,United Kingdom,28.84
172856,SKU0089,Product 089,4,2025-12-31 17:56:31,34.55,10619,Germany,138.2
172856,SKU0193,Product 193,8,2025-11-18 18:48:28,19.08,10620,Netherlands,152.64
172857,SKU0166,Product 166,4,2024-08-07 11:22:23,29.94,10620,United Kingdom,119.76
172857,SKU0298,Product 298,6,2025-01-24 16:02:02,54.81,10620,United Kingdom,328.86
172857,SKU0265,Product 265,3,2024-07-29 14:55:34,38.63,10620,France,115.89000000000001
172858,SKU0162,Product 162,4,2025-11-04 06:37:14,32.52,10620,Netherlands,130.08
172858,SKU0150,Product 150,2,2025-02-09 03:05:41,86.68,10620,Germany,173.36
172858,SKU0207,Product 207,3,2025-11-03 16:13:41,24.06,10620,Netherlands,72.17999999999999
172859,SKU0092,Product 092,2,2025-09-16 22:54:54,13.61,10620,Spain,27.22
172859,SKU0279,Product 279,5,2024-08-27 08:03:44,13.07,10620,Belgium,65.35
172859,SKU0351,Product 351,4,2024-11-29 05:09:12,52.23,10620,Ireland,208.92
172860,SKU0364,Product 364,3,2025-02-20 01:23:33,73.18,10620,United Kingdom,219.54000000000002
172860,SKU0383,Product 383,4,2025-08-30 01:15:34,17.82,10620,Ireland,71.28
172861,SKU0101,Product 101,7,2025-02-17 21:49:03,13.33,10620,United Kingdom,93.31
172861,SKU0352,Product 352,3,2024-05-31 18:34:10,15.93,10620,Germany,47.79
172861,SKU0052,Product 052,4,2024-12-19 09:09:41,21.42,10620,United Kingdom,85.68
172862,SKU0393,Product 393,2,2025-08-23 10:20:01,32.14,10620,Belgium,64.28
172862,SKU0376,Product 376,3,2024-11-05 05:04:41,38.13,10620,United Kingdom,114.39000000000001
172862,SKU0289,Product 289,5,2025-06-03 17:44:09,16.03,10620,Belgium,80.15
172863,SKU0219,Product 219,4,2025-12-20 20:20:24,11.14,10620,United Kingdom,44.56
172863,SKU0246,Product 246,4,2024-09-01 19:12:56,26.7,10620,United Kingdom,106.8
172863,SKU0183,Product 183,3,2025-12-29 02:46:37,17.11,10620,United Kingdom,51.33
172864,SKU0378,Product 378,5,2024-10-29 11:38:44,27.84,10620,France,139.2
172864,SKU0058,Product 058,4,2025-02-14 19:39:36,8.4,10620,Germany,33.6
172864,SKU0261,Product 261,4,2025-07-19 06:12:22,41.74,10620,United Kingdom,166.96
172865,SKU0151,Product 151,3,2024-02-19 03:14:32,32.51,10620,Ireland,97.53
172865,SKU0245,Product 245,3,2025-05-27 15:20:04,50.88,10620,Germany,152.64000000000001
172865,SKU0017,Product 017,5,2025-02-18 00:39:17,56.42,10620,Netherlands,282.1
172866,SKU0032,Product 032,3,2025-04-24 06:49:45,37.44,10620,United Kingdom,112.32
172866,SKU0266,Product 266,8,2025-11-27 05:00:31,42.92,10620,Australia,343.36
172866,SKU0025,Product 025,10,2024-12-20 10:51:40,10.94,10621,Germany,109.39999999999999
172867,SKU0352,Product 352,6,2025-11-07 07:50:34,20.98,10621,United Kingdom,125.88
172867,SKU0181,Product 181,4,2025-02-19 17:42:06,33.46,10621,United Kingdom,133.84
172867,SKU0057,Product 057,5,2024-06-06 09:43:13,21.75,10621,Belgium,108.75
172868,SKU0368,Product 368,1,2025-04-22 10:08:38,15.91,10621,United Kingdom,15.91
172868,SKU0208,Product 208,5,2024-05-18 19:12:29,28.64,10621,France,143.2
172868,SKU0258,Product 258,4,2025-10-19 04:45:38,32.95,10621,Ireland,131.8
172869,SKU0160,Product 160,4,2024-04-21 20:56:25,22.8,10621,United Kingdom,91.2
172869,SKU0124,Product 124,3,2024-12-30 15:54:51,30.94,10621,Netherlands,92.82000000000001
172869,SKU0005,Product 005,5,2025-08-22 08:29:33,39.7,10621,United Kingdom,198.5
172870,SKU0386,Product 386,9,2024-01-07 08:09:16,32.87,10621,United Kingdom,295.83
172870,SKU0211,Product 211,8,2024-12-24 04:01:00,29.95,10621,Germany,239.6
172870,SKU0092,Product 092,4,2025-01-05 01:12:38,27.22,10621,United Kingdom,108.88
172871,SKU0013,Product 013,2,2024-09-04 09:24:23,16.76,10621,United Kingdom,33.52
172871,SKU0252,Product 252,5,2025-05-06 10:59:54,42.25,10621,United Kingdom,211.25
172871,SKU0218,Product 218,4,2024-08-25 18:33:24,9.33,10621,United Kingdom,37.32
172872,SKU0078,Product 078,1,2024-09-30 13:44:35,56.11,10621,France,56.11
172872,SKU0035,Product 035,4,2024-07-20 23:02:13,11.73,10621,Ireland,46.92
172872,SKU0002,Product 002,4,2025-04-01 00:32:11,10.12,10621,United Kingdom,40.48
172873,SKU0111,Product 111,8,2025-10-07 07:10:49,17.54,10621,United Kingdom,140.32
172873,SKU0082,Product 082,3,2024-05-09 17:33:44,14.09,10621,United Kingdom,42.269999999999996
172873,SKU0197,Product 197,4,2024-10-26 00:47:16,24.64,10621,United Kingdom,98.56
172874,SKU0174,Product 174,3,2024-06-14 03:46:18,14.68,10621,Belgium,44.04
172874,SKU0162,Product 162,6,2024-06-27 21:05:08,153.89,10621,Belgium,923.3399999999999
172874,SKU0141,Product 141,4,2025-12-11 21:22:25,68.48,10621,Ireland,273.92
172875,SKU0001,Product 001,5,2025-06-03 07:57:33,17.82,10621,Ireland,89.1
172875,SKU0124,Product 124,6,2025-11-21 03:50:35,36.82,10621,Spain,220.92000000000002
172875,SKU0391,Product 391,4,2025-04-09 15:25:52,24.59,10621,United Kingdom,98.36
172876,SKU0031,Product 031,6,2025-05-02 08:36:12,39.17,10621,France,235.02
172876,SKU0311,Product 311,4,2025-06-06 03:24:03,26.72,10621,United Kingdom,106.88
172876,SKU0306,Product 306,2,2025-04-22 10:38:39,24.56,10622,Netherlands,49.12
172877,SKU0231,Product 231,4,2025-08-23 10:54:27,12.98,10622,Australia,51.92
172877,SKU0067,Product 067,8,2024-08-26 10:53:13,27.78,10622,France,222.24
172877,SKU0183,Product 183,4,2024-03-15 10:18:57,11.15,10622,United Kingdom,44.6
172878,SKU0209,Product 209,4,2024-12-23 17:09:41,20.52,10622,United Kingdom,82.08
172878,SKU0236,Product 236,3,2024-01-02 14:31:19,13.72,10622,United Kingdom,41.160000000000004
172878,SKU0254,Product 254,4,2024-02-04 21:01:23,34.58,10622,Netherlands,138.32
172879,SKU0276,Product 276,3,2024-02-06 14:49:01,4.39,10622,United Kingdom,13.169999999999998
172879,SKU0319,Product 319,3,2024-02-26 21:33:46,8.14,10622,Australia,24.42
172879,SKU0397,Product 397,2,2025-05-31 10:58:53,6.94,10622,Spain,13.88
172880,SKU0259,Product 259,4,2025-03-12 09:06:25,20.6,10622,United Kingdom,82.4
172880,SKU0056,Product 056,3,2025-11-14 23:26:16,48.54,10622,Spain,145.62
172880,SKU0209,Product 209,2,2024-07-30 00:02:41,23.28,10622,France,46.56
172881,SKU0166,Product 166,3,2024-08-30 23:16:25,19.92,10622,Netherlands,59.760000000000005
172881,SKU0150,Product 150,2,2024-12-24 08:17:43,14.43,10622,United Kingdom,28.86
172881,SKU0236,Product 236,6,2025-07-25 04:59:43,18.94,10622,France,113.64000000000001
172882,SKU0238,Product 238,3,2025-11-11 18:43:52,25.66,10622,United Kingdom,76.98
172882,SKU0350,Product 350,4,2025-06-17 10:43:32,36.72,10622,Australia,146.88
172882,SKU0115,Product 115,2,2025-01-05 22:01:13,27.9,10622,Germany,55.8
172883,SKU0013,Product 013,4,2025-12-15 10:49:12,5.54,10622,Spain,22.16
172883,SKU0392,Product 392,4,2024-05-12 23:38:46,21.45,10622,United Kingdom,85.8
172883,SKU0221,Product 221,3,2024-12-10 09:55:01,20.87,10622,United Kingdom,62.61
172884,SKU0265,Product 265,5,2024-06-29 04:20:05,20.91,10622,United Kingdom,104.55
172884,SKU0285,Product 285,3,2024-05-01 00:48:30,19.0,10622,United Kingdom,57.0
172884,SKU0239,Product 239,5,2024-10-16 08:47:08,21.23,10622,France,106.15
172885,SKU0296,Product 296,2,2025-07-13 14:26:20,36.99,10622,United Kingdom,73.98
172885,SKU0210,Product 210,2,2024-08-21 15:45:01,48.03,10622,United Kingdom,96.06
172885,SKU0166,Product 166,2,2025-08-21 06:39:59,16.27,10622,Germany,32.54
172886,SKU0073,Product 073,2,2025-03-22 12:32:47,38.9,10622,Netherlands,77.8
172886,SKU0204,Product 204,6,2025-06-01 00:16:10,23.97,10622,United Kingdom,143.82
172886,SKU0293,Product 293,4,2024-06-26 16:07:39,21.1,10623,United Kingdom,84.4
172887,SKU0204,Product 204,5,2025-09-22 16:18:03,9.9,10623,France,49.5
172887,SKU0272,Product 272,4,2024-05-28 00:29:43,29.35,10623,Netherlands,117.4
172887,SKU0393,Product 393,3,2024-09-28 20:46:01,60.28,10623,United Kingdom,180.84
172888,SKU0365,Product 365,2,2025-07-26 17:53:08,10.19,10623,United Kingdom,20.38
172888,SKU0375,Product 375,1,2025-05-19 00:48:22,22.93,10623,Netherlands,22.93
172888,SKU0335,Product 335,4,2024-08-06 01:46:51,18.14,10623,Ireland,72.56
172889,SKU0367,Product 367,6,2024-07-11 19:51:18,22.72,10623,Belgium,136.32
172889,SKU0123,Product 123,1,2024-11-12 20:10:49,17.97,10623,France,17.97
172889,SKU0272,Product 272,2,2024-11-22 14:41:26,13.27,10623,Germany,26.54
172890,SKU0290,Product 290,4,2024-02-13 07:36:00,5.32,10623,Germany,21.28
172890,SKU0277,Product 277,3,2024-06-26 08:00:32,26.54,10623,United Kingdom,79.62
172890,SKU0146,Product 146,3,2024-04-22 11:33:30,14.55,10623,Ireland,43.650000000000006
172891,SKU0125,Product 125,7,2024-04-22 14:07:24,16.31,10623,United Kingdom,114.16999999999999
172891,SKU0279,Product 279,3,2024-09-15 16:37:28,11.12,10623,United Kingdom,33.36
172891,SKU0113,Product 113,2,2024-01-27 12:14:26,37.57,10623,Germany,75.14
172892,SKU0113,Product 113,5,2025-05-09 10:45:58,62.14,10623,France,310.7
172892,SKU0070,Product 070,2,2025-05-05 15:29:05,11.97,10623,Spain,23.94
172892,SKU0173,Product 173,5,2024-06-10 21:21:36,53.81,10623,United Kingdom,269.05
172893,SKU0394,Product 394,6,2025-10-01 12:27:15,23.74,10623,Spain,142.44
172893,SKU0271,Product 271,4,2025-03-10 11:55:00,28.78,10623,United Kingdom,115.12
172894,SKU0384,Product 384,3,2024-05-21 21:45:01,48.13,10623,United Kingdom,144.39000000000001
172894,SKU0269,Product 269,6,2024-11-09 00:34:22,11.05,10623,France,66.30000000000001
172894,SKU0011,Product 011,4,2025-12-02 02:36:15,14.47,10623,United Kingdom,57.88
172895,SKU0097,Product 097,3,2024-01-03 08:29:40,20.96,10623,France,62.88
172895,SKU0187,Product 187,5,2024-01-15 10:09:57,6.35,10623,Spain,31.75
172895,SKU0237,Product 237,7,2024-10-28 07:44:16,13.13,10623,United Kingdom,91.91000000000001
172896,SKU0038,Product 038,3,2025-11-02 09:48:32,21.57,10623,United Kingdom,64.71000000000001
172896,SKU0133,Product 133,4,2024-07-24 04:48:41,7.72,10623,United Kingdom,30.88
172896,SKU0255,Product 255,2,2025-06-30 21:43:22,28.47,10624,France,56.94
172897,SKU0120,Product 120,3,2025-02-23 06:52:53,37.43,10624,Netherlands,112.28999999999999
172897,SKU0062,Product 062,5,2024-05-25 03:57:14,8.96,10624,United Kingdom,44.800000000000004
172897,SKU0117,Product 117,3,2025-10-26 23:14:52,12.59,10624,United Kingdom,37.769999999999996
172898,SKU0269,Product 269,3,2024-04-29 23:27:30,11.43,10624,United Kingdom,34.29
172898,SKU0002,Product 002,3,2025-01-04 05:16:33,57.17,10624,United Kingdom,171.51
172898,SKU0074,Product 074,3,2025-04-29 06:28:36,26.56,10624,Netherlands,79.67999999999999
172899,SKU0201,Product 201,3,2025-05-08 02:21:55,10.15,10624,Netherlands,30.450000000000003
172899,SKU0191,Product 191,4,2025-09-16 08:08:16,44.57,10624,United Kingdom,178.28
172899,SKU0331,Product 331,3,2025-05-30 20:47:59,22.73,10624,Ireland,68.19
172900,SKU0072,Product 072,2,2025-04-25 05:07:52,52.38,10624,France,104.76
172900,SKU0233,Product 233,5,2024-04-21 12:20:53,19.9,10624,United Kingdom,99.5
172900,SKU0020,Product 020,3,2024-08-12 16:32:51,13.54,10624,United Kingdom,40.62
172901,SKU0182,Product 182,4,2024-09-10 22:04:50,35.1,10624,Ireland,140.4
172901,SKU0336,Product 336,4,2024-09-28 04:24:44,28.48,10624,France,113.92
172901,SKU0363,Product 363,4,2024-03-23 00:53:07,17.02,10624,United Kingdom,68.08
172902,SKU0360,Product 360,5,2024-03-10 15:05:02,16.38,10624,Germany,81.89999999999999
172902,SKU0160,Product 160,6,2024-11-18 13:07:31,37.6,10624,Ireland,225.60000000000002
172902,SKU0357,Product 357,2,2025-06-12 01:41:05,14.2,10624,Belgium,28.4
172903,SKU0357,Product 357,4,2025-10-10 07:22:33,22.3,10624,United Kingdom,89.2
172903,SKU0204,Product 204,3,2025-11-18 09:42:20,20.21,10624,France,60.63
172903,SKU0324,Product 324,9,2024-12-17 08:35:16,15.61,10624,Germany,140.49
172904,SKU0186,Product 186,4,2025-10-18 18:58:27,29.97,10624,Belgium,119.88
172904,SKU0234,Product 234,3,2024-11-29 17:48:30,16.74,10624,Spain,50.22
172904,SKU0271,Product 271,4,2024-12-12 13:02:34,29.95,10624,United Kingdom,119.8
172905,SKU0029,Product 029,7,2024-06-02 17:49:45,25.57,10624,United Kingdom,178.99
172905,SKU0261,Product 261,4,2025-04-04 12:48:53,19.1,10624,Ireland,76.4
172905,SKU0364,Product 364,5,2024-08-14 11:23:23,27.66,10624,Spain,138.3
172906,SKU0130,Product 130,5,2024-12-20 14:42:33,17.15,10624,United Kingdom,85.75
172906,SKU0385,Product 385,4,2025-02-03 00:08:54,21.49,10625,United Kingdom,85.96
172907,SKU0120,Product 120,3,2024-08-09 22:25:44,10.7,10625,United Kingdom,32.099999999999994
172907,SKU0143,Product 143,6,2025-05-05 15:02:44,36.74,10625,Ireland,220.44
172907,SKU0256,Product 256,7,2025-06-18 00:11:59,9.4,10625,United Kingdom,65.8
172908,SKU0124,Product 124,2,2025-03-19 22:07:27,19.2,10625,Belgium,38.4
172908,SKU0354,Product 354,3,2024-01-31 12:39:46,16.22,10625,France,48.66
172908,SKU0148,Product 148,4,2024-06-14 10:04:47,25.49,10625,France,101.96
172909,SKU0208,Product 208,2,2024-04-03 04:50:23,18.67,10625,Netherlands,37.34
172909,SKU0380,Product 380,3,2025-11-29 16:58:48,24.05,10625,Germany,72.15
172909,SKU0038,Product 038,1,2024-08-15 11:53:00,20.83,10625,Germany,20.83
172910,SKU0256,Product 256,3,2024-12-12 22:53:57,17.96,10625,Netherlands,53.88
172910,SKU0131,Product 131,2,2025-10-20 01:52:55,36.25,10625,United Kingdom,72.5
172910,SKU0153,Product 153,6,2025-12-25 17:54:21,14.4,10625,Spain,86.4
172911,SKU0192,Product 192,7,2024-06-09 00:32:37,22.31,10625,Netherlands,156.17
172911,SKU0010,Product 010,2,2025-09-20 14:38:28,32.46,10625,Belgium,64.92
172911,SKU0263,Product 263,4,2025-06-15 20:17:39,21.29,10625,United Kingdom,85.16
172912,SKU0159,Product 159,2,2025-03-24 13:55:38,10.13,10625,Ireland,20.26
172912,SKU0271,Product 271,3,2024-05-02 05:13:44,35.59,10625,Belgium,106.77000000000001
172912,SKU0329,Product 329,3,2025-05-20 12:45:22,15.99,10625,United Kingdom,47.97
172913,SKU0358,Product 358,2,2025-03-23 06:07:14,15.61,10625,United Kingdom,31.22
172913,SKU0048,Product 048,1,2024-11-22 12:00:10,29.52,10625,United Kingdom,29.52
172913,SKU0047,Product 047,5,2025-03-04 00:27:05,16.54,10625,Belgium,82.69999999999999
172914,SKU0254,Product 254,3,2024-06-03 22:29:32,18.71,10625,Belgium,56.13
172914,SKU0127,Product 127,5,2025-03-30 19:26:37,34.69,10625,United Kingdom,173.45
172914,SKU0214,Product 214,4,2024-04-21 00:30:51,37.72,10625,United Kingdom,150.88
172915,SKU0374,Product 374,3,2024-07-28 13:31:11,30.73,10625,Ireland,92.19
172915,SKU0042,Product 042,5,2024-12-27 12:31:50,11.47,10625,Australia,57.35
172915,SKU0273,Product 273,7,2024-04-28 19:26:11,17.83,10625,United Kingdom,124.80999999999999
172916,SKU0175,Product 175,2,2025-10-29 08:12:49,30.94,10625,Germany,61.88
172916,SKU0075,Product 075,6,2025-10-10 10:37:00,12.23,10625,France,73.38
172916,SKU0094,Product 094,3,2024-12-12 08:23:57,27.09,10626,Australia,81.27
172917,SKU0397,Product 397,3,2025-02-20 15:22:38,19.49,10626,United Kingdom,58.47
172917,SKU0107,Product 107,4,2024-08-01 08:51:18,110.25,10626,United Kingdom,441.0
172917,SKU0129,Product 129,3,2024-06-04 12:39:51,27.61,10626,Spain,82.83
172918,SKU0183,Product 183,5,2025-12-03 01:31:35,11.66,10626,United Kingdom,58.3
172918,SKU0322,Product 322,5,2024-10-29 18:38:10,19.41,10626,United Kingdom,97.05
172918,SKU0228,Product 228,5,2025-11-28 03:21:12,13.43,10626,United Kingdom,67.15
172919,SKU0253,Product 253,3,2024-02-19 08:12:00,44.54,10626,United Kingdom,133.62
172919,SKU0096,Product 096,2,2024-03-18 16:14:01,25.05,10626,France,50.1
172919,SKU0394,Product 394,1,2024-12-13 02:47:14,13.12,10626,United Kingdom,13.12
172920,SKU0194,Product 194,4,2025-07-25 15:33:47,11.14,10626,Germany,44.56
172920,SKU0377,Product 377,2,2024-11-05 05:36:53,12.77,10626,Germany,25.54
172920,SKU0242,Product 242,3,2025-09-05 23:04:26,84.49,10626,Germany,253.46999999999997
172921,SKU0181,Product 181,1,2024-04-07 13:21:50,18.99,10626,United Kingdom,18.99
172921,SKU0106,Product 106,2,2025-09-17 13:14:31,35.96,10626,Ireland,71.92
172921,SKU0087,Product 087,4,2024-11-20 06:39:33,12.83,10626,United Kingdom,51.32
172922,SKU0072,Product 072,5,2024-07-27 20:24:42,17.1,10626,France,85.5
172922,SKU0052,Product 052,2,2025-04-12 03:59:34,21.59,10626,Ireland,43.18
172922,SKU0166,Product 166,3,2025-07-23 15:55:27,18.44,10626,United Kingdom,55.32000000000001
172923,SKU0047,Product 047,2,2025-11-09 21:16:40,26.39,10626,Germany,52.78
172923,SKU0158,Product 158,2,2024-03-05 12:23:35,22.08,10626,France,44.16
172923,SKU0220,Product 220,4,2025-05-29 07:43:57,12.46,10626,France,49.84
172924,SKU0069,Product 069,4,2024-08-17 19:02:25,11.72,10626,United Kingdom,46.88
172924,SKU0044,Product 044,7,2025-01-02 00:50:52,10.72,10626,Netherlands,75.04
172924,SKU0136,Product 136,3,2024-12-03 04:45:00,9.01,10626,Spain,27.03
172925,SKU0096,Product 096,1,2025-07-16 13:48:03,11.47,10626,Netherlands,11.47
172925,SKU0229,Product 229,4,2024-10-18 06:51:00,13.2,10626,Australia,52.8
172925,SKU0378,Product 378,6,2024-07-23 17:50:31,14.52,10626,United Kingdom,87.12
172926,SKU0389,Product 389,3,2024-12-22 02:44:51,11.09,10626,United Kingdom,33.269999999999996
172926,SKU0043,Product 043,4,2025-05-03 04:06:00,12.38,10626,Germany,49.52
172926,SKU0010,Product 010,2,2025-09-10 18:20:32,13.58,10627,Netherlands,27.16
172927,SKU0389,Product 389,5,2024-01-04 11:57:24,35.54,10627,France,177.7
172927,SKU0058,Product 058,7,2025-02-19 18:46:44,28.31,10627,United Kingdom,198.17
172927,SKU0326,Product 326,9,2024-02-23 02:31:46,22.61,10627,France,203.49
172928,SKU0024,Product 024,3,2025-03-29 11:50:57,44.7,10627,Germany,134.10000000000002
172928,SKU0151,Product 151,2,2025-04-01 04:38:58,23.48,10627,United Kingdom,46.96
172928,SKU0025,Product 025,3,2025-09-17 19:43:04,18.48,10627,United Kingdom,55.44
172929,SKU0166,Product 166,4,2024-05-20 06:12:04,26.9,10627,United Kingdom,107.6
